group,symbol,value,change
金融-證券,6016,12408,
金融-證券,6020,133,
金融-證券,6021,503,
金融-證券,6023,5951,
金融-證券,6024,10386,
金融-證券,6026,42554,
傳產-文創娛樂,6101,5888,
電子上游-IC-設計,6103,11,
電子上游-IC-設計,6104,83796,
電子上游-PCB-製造,6108,4591,
電子中游-電源供應器,6109,1201,
軟體-遊戲,6111,14377,
軟體-系統整合,6112,11678,
電子上游-IC-通路,6113,2850,
電子上游-PCB-製造,6114,566,
電子上游-連接元件,6115,2066,
電子中游-LCD-TFT面板,6116,46122,
電子中游-機殼,6117,30478,
電子下游-資訊通路,6118,10653,
電子中游-LCD-零組件,6120,21461,
電子中游-二次電池,6121,327776,
電子中游-儀器設備工程,6122,25720,
軟體-系統整合,6123,1504,
電子中游-散熱零組件,6124,221,
電子中游-儀器設備工程,6125,205765,
電子上游-連接元件,6126,17633,
電子上游-被動元件,6127,383541,
電子下游-電腦周邊,6128,1110,
電子上游-IC-設計,6129,2709,
傳產-生技,6130,31203,
電子上游-連接元件,6133,51599,
電子上游-連接元件,6134,53714,
電子下游-資訊通路,6136,3787,
電子上游-IC-設計,6138,20787,
電子中游-儀器設備工程,6139,3776890,
軟體-系統整合,6140,4225,
電子上游-PCB-製造,6141,2690,
電子中游-網通,6142,3702,
電子下游-資訊通路,6143,45107,
電子下游-消費電子,6144,234,
電子上游-IC-其他,6146,46560,
電子上游-IC-封測,6147,163810,
軟體-系統整合,6148,13479,
電子中游-PC介面卡,6150,8460,
傳產-塑膠,6151,2586,
電子中游-通訊設備,6152,19787,
電子上游-PCB-製造,6153,37018,
電子下游-資訊通路,6154,263,
電子上游-被動元件,6155,131528,
電子上游-PCB-製造,6156,12068,
電子上游-連接元件,6158,911,
電子下游-商業自動化,6160,2157,
電子下游-工業電腦,6161,3034,
軟體-系統整合,6163,906283,
電子上游-LED照明及光元件,6164,20195,
軟體-其他,6165,19471,
電子下游-工業電腦,6166,16011,
電子中游-LCD-STN面板,6167,2469,
電子上游-LED照明及光元件,6168,11773,
軟體-遊戲,6169,194,
電子下游-資訊通路,6170,6955,
傳產-營建,6171,449,
電子上游-被動元件,6173,268107,
電子上游-被動元件,6174,417,
電子上游-被動元件,6175,111828,
電子中游-LCD-零組件,6176,520446,
傳產-營建,6177,175122,
傳產-其他,6179,20211,
軟體-遊戲,6180,9235,
電子上游-晶圓材料,6182,234030,
軟體-其他,6183,2435,
電子中游-通訊設備,6184,1829,
電子上游-連接元件,6185,5052,
傳產-營建,6186,19179,
電子上游-IC-半導體設備,6187,215627,
電子下游-電腦周邊,6188,273615,
電子上游-IC-通路,6189,27151,
傳產-電線電纜,6190,136541,
電子上游-PCB-製造,6191,392851,
電子上游-PCB-材料設備,6192,10625,
電子上游-PCB-製造,6194,2586,
傳產-百貨,6195,933,
電子中游-儀器設備工程,6196,635448,
電子上游-連接元件,6197,138092,
傳產-營建,6198,56,
傳產-其他,6199,35642,
電子下游-消費電子,6201,119,
電子上游-IC-設計,6202,17858,
電子中游-電源供應器,6203,13592,
電子上游-被動元件,6204,45239,
電子上游-連接元件,6205,19351,
電子下游-商業自動化,6206,133180,
電子中游-儀器設備工程,6207,9858,
電子上游-半導體元件,6208,3411,
電子中游-光學鏡片,6209,926559,
電子上游-PCB-製造,6210,141,
傳產-營建,6212,423,
電子上游-PCB-材料設備,6213,595693,
軟體-系統整合,6214,106252,
電子中游-儀器設備工程,6215,49055,
電子中游-網通,6216,1927,
電子上游-PCB-材料設備,6217,399424,
軟體-系統整合,6218,58955,
傳產-營建,6219,6547,
電子上游-連接元件,6220,3597,
軟體-系統整合,6221,3576,
電子上游-LED照明及光元件,6222,1038,
電子上游-IC-封測,6223,5347391,
電子上游-被動元件,6224,3522,
電子下游-數位相機,6225,199,
電子上游-LED照明及光元件,6226,1388,
電子上游-IC-通路,6227,8898,
電子下游-掃描器,6228,587,
電子上游-IC-設計,6229,833,
電子中游-散熱零組件,6230,2244,
電子上游-IC-其他,6231,63471,
電子上游-IC-設計,6233,4127,
電子上游-PCB-材料設備,6234,108973,
電子中游-機殼,6235,119988,
傳產-生技,6236,26,
電子上游-IC-設計,6237,7591,
電子上游-IC-封測,6239,5860745,
軟體-系統整合,6240,80,
電子中游-網通,6241,4120,
傳產-生技,6242,208,
電子上游-IC-設計,6243,40366,
電子下游-太陽能,6244,524487,
電子中游-網通,6245,34154,
電子上游-LED照明及光元件,6246,319,
傳產-鋼鐵,6248,896,
電子上游-IC-封測,6257,3176018,
電子上游-IC-通路,6259,14885,
電子上游-IC-封測,6261,19435,
電子中游-網通,6263,3566,
傳產-營建,6264,419,
電子上游-IC-通路,6265,210626,
電子上游-PCB-材料設備,6266,24080,
電子上游-PCB-製造,6269,203956,
電子上游-IC-通路,6270,1146,
電子上游-IC-封測,6271,518081,
電子上游-連接元件,6272,97438,
電子上游-PCB-材料設備,6274,4372039,
電子中游-散熱零組件,6275,58217,
電子中游-機殼,6276,2528,
電子下游-其他,6277,2594,
電子上游-PCB-製造,6278,178603,
傳產-汽車零組件,6279,49922,
電子下游-資訊通路,6281,3648,
電子中游-電源供應器,6282,414830,
電子中游-NB與手機零組件,6283,3615,
電子上游-被動元件,6284,122567,
電子中游-網通,6285,219518,
電子上游-連接元件,6290,632346,
電子上游-IC-設計,6291,322887,
電子上游-被動元件,6292,1021,
傳產-文創娛樂,6294,610,
電子中游-LCD-零組件,6405,36809,
電子中游-變壓器與UPS,6409,499606,
電子上游-IC-設計,6411,18494,
電子中游-電源供應器,6412,155621,
電子下游-工業電腦,6414,307079,
電子上游-IC-設計,6415,172959,
電子中游-網通,6416,14263,
電子上游-被動元件,6417,1831,
電子上游-連接元件,6418,14333,
電子下游-安全監控,6419,92651,
電子上游-IP/ASIC,6423,10707,
電子上游-IC-其他,6425,110836,
電子中游-通訊設備,6426,431613,
電子中游-光學鏡片,6431,62072,
電子上游-被動元件,6432,13807,
電子上游-IC-設計,6435,21870,
電子中游-儀器設備工程,6438,45303,
電子下游-工業電腦,6441,624,
電子中游-通訊設備,6442,4176772,
電子下游-太陽能,6443,643325,
傳產-生技,6446,413244,
電子上游-被動元件,6449,49499,
電子上游-IC-封測,6451,221134,
電子中游-LCD-STN面板,6456,40975,
傳產-生技,6461,16296,
電子上游-IC-設計,6462,108975,
傳產-其他,6464,0,
電子中游-通訊設備,6465,6882,
傳產-生技,6469,18751,
電子中游-網通,6470,5463,
傳產-生技,6472,367206,
電子上游-IC-通路,6474,394,
電子下游-太陽能,6477,48338,
軟體-遊戲,6482,233,
電子上游-IC-設計,6485,216563,
電子中游-網通,6486,24263,
電子上游-晶圓材料,6488,1206917,
傳產-生技,6491,31767,
傳產-生技,6492,4090,
電子上游-IC-設計,6494,953,
傳產-生技,6496,186,
電子中游-光學鏡片,6498,2231,
傳產-生技,6499,117602,
傳產-生技,6504,599,
傳產-塑膠,6505,64139,
傳產-紡織纖維,6506,358,
傳產-生技,6508,327,
傳產-化學工業,6509,11658,
電子上游-IC-封測,6510,3681078,
電子下游-其他,6512,250,
電子上游-IC-封測,6515,3897495,
軟體-系統整合,6516,1409,
電子中游-光學鏡片,6517,103221,
傳產-生技,6523,4859,
電子上游-IC-封測,6525,8171,
電子上游-IC-設計,6526,97087,
傳產-生技,6527,1467,
電子中游-通訊設備,6530,48204,
電子上游-記憶體IC設計,6531,3046899,
電子上游-IC-半導體設備,6532,2724,
電子上游-IP/ASIC,6533,101765,
傳產-生技,6534,8210,
傳產-生技,6535,30254,
電子中游-其他,6538,4018,
傳產-生技,6541,42594,
軟體-遊戲,6542,412,
電子中游-網通,6546,8432,
傳產-生技,6547,41234,
電子上游-IC-導線架,6548,126226,
傳產-生技,6550,14908,
電子上游-IC-封測,6552,1060,
電子下游-安全監控,6556,438,
電子中游-其他,6558,24175,
電子下游-安全監控,6560,35458,
電子中游-網通,6561,71009,
電子上游-IC-設計,6568,130353,
傳產-生技,6569,4171,
電子下游-工業電腦,6570,1110,
電子上游-IC-製造,6573,3381,
傳產-生技,6574,370,
傳產-生技,6576,40141,
電子下游-顯示器,6577,1042,
傳產-其他,6578,2115,
電子下游-工業電腦,6579,4805,
傳產-綠能環保,6581,848,
傳產-橡膠,6582,679,
電子中游-金屬製品,6584,270983,
傳產-塑膠,6585,7694,
電子中游-通訊設備,6588,67266,
傳產-生技,6589,23449,
軟體-系統整合,6590,131,
電子中游-散熱零組件,6591,16862,
傳產-其他,6592,12656,
軟體-系統整合,6593,2898,
傳產-文創娛樂,6596,29738,
電子上游-LED照明及光元件,6597,0,
傳產-生技,6598,2003,
傳產-電機,6603,96365,
傳產-汽車零組件,6605,154148,
傳產-電機,6606,458,
傳產-電機,6609,3541,
傳產-生技,6612,540,
電子中游-儀器設備工程,6613,60603,
軟體-系統整合,6614,3823,
傳產-生技,6615,130,
傳產-其他,6616,822,
傳產-生技,6617,10071,
傳產-生技,6620,88517,
傳產-綠能環保,6624,34831,
傳產-文創娛樂,6625,5408,
傳產-其他,6629,1275,
傳產-生技,6637,1124,
電子上游-IC-半導體設備,6640,29903,
傳產-綠能環保,6641,402,
電子上游-被動元件,6642,2028,
電子上游-IP/ASIC,6643,110695,
傳產-生技,6645,398,
傳產-生技,6649,5446,
電子上游-IC-設計,6651,5068,
電子中游-儀器設備工程,6654,180,
傳產-其他,6655,962,
傳產-生技,6657,11016,
電子上游-PCB-材料設備,6658,60907,
傳產-生技,6661,298,
傳產-生技,6662,153,
電子上游-PCB-材料設備,6664,392743,
傳產-生技,6666,272,
電子中游-儀器設備工程,6667,115204,
電子中游-光學鏡片,6668,5528,
電子中游-EMS,6669,2377549,
傳產-高爾夫球,6670,233517,
傳產-其他,6671,181,
電子上游-PCB-製造,6672,61251,
電子中游-網通,6674,1382,
電子上游-IC-設計,6679,16441,
電子下游-工業電腦,6680,310,
電子上游-IC-半導體設備,6683,447091,
電子上游-IC-設計,6684,10733,
軟體-系統整合,6689,7482,
軟體-系統整合,6690,5819,
電子中游-儀器設備工程,6691,422304,
電子下游-太陽能,6692,559,
電子上游-IC-設計,6693,32666,
電子上游-IC-設計,6695,13584,
軟體-系統整合,6697,1115,
傳產-其他,6698,3407,
傳產-生技,6703,2701,
電子上游-LED照明及光元件,6706,1960235,
電子上游-IC-設計,6708,476,
傳產-生技,6712,15079,
電子上游-連接元件,6715,6995,
電子上游-IC-設計,6716,1844,
電子上游-IC-設計,6719,19525,
電子上游-IC-設計,6720,1369,
傳產-其他,6721,248,
電子上游-PCB-材料設備,6727,56097,
傳產-電機,6728,500,
傳產-生技,6730,540,
電子上游-IC-設計,6732,7705,
傳產-生技,6733,3802,
電子中游-儀器設備工程,6735,639,
電子中游-其他,6739,134213,
軟體-其他,6741,36973,
電子中游-光學鏡片,6742,4867,
電子下游-消費電子,6743,1335,
軟體-系統整合,6751,943,
軟體-系統整合,6752,6244,
傳產-航運,6753,220090,
傳產-其他,6754,295,
電子上游-IC-設計,6756,5037,
傳產-航運,6757,54573,
電子中游-電子元件通路,6761,88645,
傳產-生技,6762,376,
軟體-系統整合,6763,34470,
傳產-生技,6767,669,
傳產-其他,6768,25313,
電子上游-IC-代工,6770,12830700,
傳產-綠能環保,6771,245,
電子下游-資訊通路,6776,2437,
電子中游-二次電池,6781,2866858,
傳產-生技,6782,14928,
傳產-生技,6785,96343,
電子上游-IC-半導體設備,6788,482588,
電子上游-LED照明及光元件,6789,300806,
傳產-紙業,6790,2033,
軟體-系統整合,6791,646,
電子上游-被動元件,6792,830,
傳產-生技,6794,14421,
傳產-生技,6796,28189,
電子上游-IC-設計,6799,22570,
傳產-綠能環保,6803,29908,
傳產-自行車,6804,123,
電子上游-連接元件,6805,2171314,
電子下游-太陽能,6806,67689,
傳產-其他,6807,0,
軟體-系統整合,6811,49027,
電子上游-被動元件,6821,296,
電子上游-IC-半導體設備,6823,41114,
電子上游-半導體元件,6829,8288,
電子上游-IC-其他,6830,85135,
電子中游-散熱零組件,6831,603611,
電子上游-被動元件,6834,4151,
電子上游-PCB-材料設備,6835,4332,
傳產-生技,6838,2806,
電子中游-其他,6840,4863,
軟體-系統整合,6841,33469,
傳產-電機,6843,279,
傳產-生技,6844,1397,
傳產-生技,6846,295,
電子上游-LED照明及光元件,6854,19213,
電子下游-其他,6855,21,
傳產-文創娛樂,6856,0,
電子下游-手機製造,6859,2815,
傳產-生技,6861,3221,
電子中游-其他,6862,24969,
電子下游-掃描器,6863,4881,
軟體-其他,6865,1973,
電子下游-太陽能,6869,135976,
軟體-系統整合,6870,82295,
傳產-生技,6872,994,
電子下游-太陽能,6873,141234,
軟體-系統整合,6874,433,
傳產-生技,6875,7577,
電子中游-儀器設備工程,6877,6533,
傳產-其他,6881,454,
電子下游-其他,6884,3260,
傳產-生技,6885,7974,
傳產-其他,6887,490,
傳產-其他,6890,181340,
傳產-其他,6894,26556,
電子中游-其他,6895,11612,
電子上游-被動元件,6899,478,
傳產-生技,6901,9707,
軟體-系統整合,6902,1385,
電子中游-儀器設備工程,6903,275319,
傳產-其他,6904,121,
軟體-系統整合,6906,1554,
電子上游-IC-半導體設備,6909,4969,
軟體-系統整合,6910,3127,
電子上游-連接元件,6913,9991,
傳產-其他,6914,2314,
電子中游-LCD-STN面板,6916,2473,
傳產-生技,6918,3348,
傳產-生技,6919,880643,
電子上游-IC-設計,6921,24616,
電子下游-工業電腦,6922,7653,
傳產-其他,6923,32867,
電子上游-PCB-製造,6924,3515,
軟體-系統整合,6925,5315,
電子下游-工業電腦,6928,8324,
傳產-生技,6929,270,
傳產-生技,6931,7316,
電子中游-其他,6933,6869,
傳產-生技,6936,766,
電子上游-IC-半導體設備,6937,27334,
傳產-綠能環保,6944,745567,
傳產-生技,6949,38135,
傳產-綠能環保,6951,12011,
傳產-食品,6952,645,
電子上游-IC-半導體設備,6953,15201,
傳產-生技,6955,952,
傳產-其他,6957,34954,
傳產-其他,6958,500,
電子上游-IC-設計,6962,56731,
傳產-其他,6965,6687,
電子中游-其他,6967,8743,
傳產-其他,6968,4900,
傳產-其他,6969,589,
傳產-綠能環保,6971,1164,
傳產-電機,6982,7181,
傳產-汽車零組件,6988,39,
傳產-其他,6994,12017,
電子中游-LCD-零組件,6996,13701,
軟體-其他,6997,364,
電子中游-光學鏡片,7402,147242,
軟體-系統整合,7547,770,
電子上游-IC-半導體設備,7556,2308,
軟體-遊戲,7584,286,
傳產-鋼鐵,7610,173025,
電子中游-儀器設備工程,7631,1699,
傳產-電機,7642,1617,
電子中游-儀器設備工程,7703,31461,
電子中游-儀器設備工程,7704,2366,
傳產-觀光,7705,2801,
傳產-觀光,7708,419,
傳產-電機,7709,160,
電子中游-EMS,7711,70564,
電子上游-IC-製造,7712,17762,
傳產-生技,7713,597,
軟體-其他,7714,21652,
傳產-其他,7715,857,
傳產-航運,7716,105,
電子上游-LED照明及光元件,7717,202259,
傳產-汽車零組件,7718,280,
軟體-系統整合,7721,4318,
軟體-其他,7722,9319,
傳產-觀光,7723,1332,
電子上游-IC-其他,7728,204768,
電子中游-儀器設備工程,7730,4589,
傳產-汽車零組件,7732,1961,
電子上游-IC-其他,7734,14769,
傳產-汽車零組件,7736,631,
軟體-其他,7738,3170,
傳產-綠能環保,7740,25589,
傳產-食品,7743,214,
電子中游-EMS,7744,23752,
軟體-系統整合,7747,1163,
電子上游-IP/ASIC,7749,93374,
傳產-電機,7750,151745,
電子上游-IC-半導體設備,7751,530382,
電子下游-顯示器,7753,341,
傳產-觀光,7757,2508,
軟體-系統整合,7765,12536,
軟體-系統整合,7767,1660,
電子上游-IC-半導體設備,7769,3264700,
電子上游-IC-設計,7770,1924,
傳產-其他,7777,37704,
傳產-生技,7780,20805,
傳產-百貨,7782,365,
傳產-綠能環保,7786,24866,
傳產-電機,7788,36412,
傳產-食品,7791,6519,
傳產-生技,7799,438351,
電子中游-磁碟陣列,7805,256835,
電子上游-IC-封測,7810,416892,
電子中游-網通,8011,14016,
電子上游-IC-設計,8016,97818,
電子上游-PCB-材料設備,8021,5666356,
電子上游-IC-設計,8024,461,
傳產-電機,8027,521597,
電子上游-IC-半導體設備,8028,914277,
電子上游-IC-通路,8032,8718,
電子下游-消費電子,8033,676137,
電子中游-通訊設備,8034,33583,
電子中游-二次電池,8038,81748,
電子上游-PCB-製造,8039,1022002,
電子上游-IC-設計,8040,10976,
電子上游-被動元件,8042,196914,
電子上游-被動元件,8043,1786611,
軟體-其他,8044,6538,
電子中游-通訊設備,8045,7711,
電子上游-ABF,8046,1780303,
電子下游-其他,8047,56657,
電子中游-通訊設備,8048,22502,
電子中游-LCD-STN面板,8049,1422,
電子下游-工業電腦,8050,13746,
電子上游-IC-設計,8054,308549,
電子中游-通訊設備,8059,4703,
電子中游-儀器設備工程,8064,79509,
傳產-百貨,8066,292,
電子下游-資訊通路,8067,75,
電子上游-IC-通路,8068,37101,
電子中游-LCD-TFT面板,8069,265477,
電子上游-IC-導線架,8070,238318,
電子上游-連接元件,8071,5877,
電子下游-安全監控,8072,3663,
電子上游-PCB-材料設備,8074,1114693,
電子下游-商業自動化,8076,10581,
傳產-觀光,8077,0,
傳產-營建,8080,380,
電子上游-IC-設計,8081,46810,
電子中游-其他,8083,5849,
電子上游-記憶體銷售,8084,12953,
電子中游-LCD-零組件,8085,5389,
電子上游-IC-代工,8086,199124,
電子下游-太陽能,8087,684,
電子上游-記憶體銷售,8088,561595,
電子中游-通訊設備,8089,7257,
電子上游-IC-半導體設備,8091,12771,
電子中游-儀器設備工程,8092,204,
電子中游-電源供應器,8093,876,
電子上游-IC-通路,8096,513395,
電子中游-網通,8097,6896,
軟體-系統整合,8099,13655,
電子下游-手機製造,8101,238,
電子上游-IC-設計,8102,3950,
電子上游-連接元件,8103,173541,
電子中游-LCD-TFT面板,8104,9167,
電子中游-LCD-STN面板,8105,7459,
傳產-汽車零組件,8107,2161,
電子中游-電源供應器,8109,4156,
電子上游-IC-封測,8110,247971,
電子上游-LED照明及光元件,8111,1059308,
電子上游-IC-通路,8112,2388672,
電子下游-商業自動化,8114,37518,
電子上游-被動元件,8121,12832,
電子上游-IC-封測,8131,1191966,
電子上游-連接元件,8147,7585,
電子上游-IC-封測,8150,2351035,
電子上游-PCB-製造,8155,121646,
電子上游-IC-封測,8162,7822,
電子中游-NB與手機零組件,8163,16834,
電子中游-電源供應器,8171,1118,
電子中游-網通,8176,1047,
電子上游-被動元件,8182,1342,
電子上游-PCB-製造,8183,5677,
電子下游-消費電子,8201,630,
電子中游-機殼,8210,1253111,
電子上游-PCB-製造,8213,15021,
電子中游-LCD-零組件,8215,7552,
傳產-其他,8222,7932,
電子上游-IP/ASIC,8227,34587,
電子下游-工業電腦,8234,39345,
電子中游-LCD-零組件,8240,3545,
電子下游-數位相機,8249,18873,
傳產-汽車零組件,8255,17265,
電子上游-IC-設計,8261,58239,
電子上游-記憶體銷售,8271,762635,
軟體-其他,8272,1250,
電子上游-記憶體銷售,8277,2332,
傳產-生技,8279,1565,
軟體-系統整合,8284,456,
電子上游-被動元件,8289,968,
電子上游-PCB-材料設備,8291,,
電子上游-記憶體IC設計,8299,12469673,
傳產-綠能環保,8341,7316,
傳產-其他,8342,0,
傳產-鋼鐵,8349,3972,
傳產-塑膠,8354,22246,
電子上游-PCB-材料設備,8358,553290,
傳產-航運,8367,2516,
傳產-電機,8374,11430,
電子中游-其他,8383,8114,
傳產-綠能環保,8390,189488,
傳產-其他,8401,932,
傳產-生技,8403,914,
傳產-紡織纖維,8404,11180,
傳產-生技,8409,110,
電子中游-其他,8410,1960,
傳產-其他,8411,2909,
傳產-鋼鐵,8415,6340,
軟體-系統整合,8416,740,
電子中游-儀器設備工程,8421,88,
傳產-綠能環保,8422,1663679,
傳產-橡膠,8423,496,
傳產-營建,8424,191,
傳產-其他,8426,1362,
傳產-百貨,8429,872,
電子上游-連接元件,8431,238821,
傳產-生技,8432,1199,
傳產-百貨,8433,1083,
傳產-其他,8435,251,
傳產-生技,8436,21685,
傳產-其他,8437,595,
傳產-綠能環保,8438,15780,
傳產-綠能環保,8440,1457,
傳產-其他,8442,2295,
傳產-百貨,8443,11835,
傳產-其他,8444,2158,
傳產-文創娛樂,8446,3526,
傳產-文創娛樂,8450,579,
傳產-百貨,8454,143346,
傳產-電機,8455,83,
傳產-運動休閒,8462,15880,
傳產-水泥,8463,602,
傳產-其他,8464,199622,
傳產-其他,8466,1046,
傳產-其他,8467,60724,
軟體-其他,8472,1279,
傳產-綠能環保,8473,13977,
傳產-綠能環保,8476,1444,
軟體-其他,8477,279,
傳產-其他,8478,105090,
傳產-其他,8481,537,
傳產-其他,8482,200,
傳產-其他,8487,255,
傳產-其他,8488,0,
傳產-文創娛樂,8489,2209,
電子下游-其他,8499,102646,
傳產-食品,8905,4420,
傳產-其他,8906,13594,
傳產-其他,8908,1101,
傳產-紡織纖維,8916,4651,
傳產-其他,8917,349,
傳產-其他,8921,0,
傳產-文創娛樂,8923,198,
傳產-高爾夫球,8924,9320,
傳產-其他,8926,22741,
傳產-其他,8927,7779,
傳產-高爾夫球,8928,151,
傳產-其他,8929,265,
傳產-鋼鐵,8930,2158,
傳產-其他,8931,934,
傳產-其他,8932,126817,
傳產-自行車,8933,824,
傳產-塑膠,8935,11942,
傳產-水泥,8936,81854,
傳產-汽車,8937,20000,
傳產-高爾夫球,8938,13445,
傳產-觀光,8940,500,
傳產-其他,8941,637,
傳產-塑膠,8942,9644,
傳產-電機,8996,2396154,
傳產-其他,9103,682,
傳產-食品,910322,93,
電子下游-掃描器,9105,40484,
電子下游-資訊通路,910861,110,
傳產-汽車零組件,9110,80,
傳產-其他,911608,104,
傳產-鋼鐵,911622,51,
電子上游-LED照明及光元件,911868,212,
電子中游-網通,912000,2507,
電子中游-機殼,9136,1872,
傳產-其他,9802,100366,
傳產-其他,9902,4452,
傳產-其他,9904,150271,
傳產-其他,9905,1429,
傳產-營建,9906,4818,
傳產-鋼鐵,9907,183646,
傳產-其他,9908,2909,
傳產-其他,9910,98642,
傳產-其他,9911,11811,
電子下游-顯示器,9912,1211,
傳產-自行車,9914,115815,
電子下游-安全監控,9917,70037,
傳產-其他,9918,169,
傳產-其他,9919,3096,
傳產-自行車,9921,64450,
傳產-其他,9924,3187,
電子下游-安全監控,9925,4898,
傳產-其他,9926,1141,
傳產-鋼鐵,9927,1801,
傳產-其他,9928,3402,
傳產-其他,9929,43,
傳產-其他,9930,3694,
傳產-其他,9931,81,
傳產-其他,9933,54744,
傳產-其他,9934,2057,
傳產-其他,9935,3266,
傳產-其他,9937,3894,
傳產-紡織纖維,9938,75576,
傳產-塑膠,9939,72452,
傳產-其他,9940,8420,
傳產-其他,9941,141282,
傳產-汽車零組件,9942,4966,
傳產-觀光,9943,3614,
傳產-其他,9944,207,
傳產-營建,9945,102964,
傳產-營建,9946,2614,
傳產-其他,9949,8158,
傳產-塑膠,9950,1462,
傳產-汽車零組件,9951,1177,
傳產-綠能環保,9955,35936,
傳產-鋼鐵,9958,78798,
傳產-高爾夫球,9960,312,
傳產-鋼鐵,9962,546,
